Timestamp,,Artist?,Album Name?,"Version Number? (This is usually needed to catalog, but it's difficult to find sometimes so don't worry too much.)","Is the CD case broken (breaks in half, CD won't stay in place, etc.)?","If you know the label number but the CD case itself is missing, please fill in ""N/A"" for the required questions and select this as an option.",Anything else you’d like to add or mention?,Rateyourmusic.com ?,Other:
5/19/2023 14:42:12,7925,US3,Hand on the Torch,DP 0777 7 80883 2 5,No,,,Yes,
5/19/2023 14:26:18,7926,Heatmiser,Dead Air,01866 31057-2,No,,,Yes,
5/19/2023 14:25:49,7927,Die Monster DIe,Swallowed,RR PROMO 090,No,,,,Version # not on RYM
5/19/2023 14:25:17,7929,Die Monster Die,Withdrawal Method,RR 9025-2,No,,,Yes,
5/19/2023 14:24:17,7930,Drug Opera,Drug Opera,WV00107,No,,,,No artist name on RYM
5/19/2023 14:23:47,7931,Treponem Pal,Aggravation,RRD 9332,No,,,Yes,
5/19/2023 14:23:19,7932,Drown,Transparent,Elektra PRCD 9047-2,No,,,Yes,
5/19/2023 14:18:09,7934,59 Times The Pain,End of the Millennium,82085-2,No,,,,Version # not on RYM
5/19/2023 14:43:04,7935,Tricky Woo,Sometimes I Cry,SUNCD061,No,,,Yes,
5/19/2023 14:35:19,7936,Superheroes,See you at the railroads,FROG010-2,No,,,Yes,
5/19/2023 14:33:30,7937,Best Boy Electric,Songs of Latitude and Longitude,GTA-CD 008,No,,,Yes,
5/19/2023 14:32:51,7938,The Eyesores,May You Dine on Weeds Made Bitter by the Piss of Drunkards,MES 026,No,,,Yes,
5/19/2023 14:42:47,7939,Learning from Las Vegas,Petit Bourgois,FROG 012-2,No,,,Yes,
5/19/2023 14:44:43,7940,V/A,Soul Ecstasy: Music from the Original Motion Picture Soundtrack,EMN 7014,No,,,,RYM album missing
5/19/2023 14:43:58,7941,Bitesize,The Best of Bitesize,PH-0001,No,,"Actually their debut CD, disguised as their ""greatest hits""",Yes,
5/19/2023 14:17:34,7943,Vision of Disorder,For the Bleeders,gk 056,No,,,Yes,
5/19/2023 14:17:03,7944,QuasiMojo,Acoustic Coupler,cdtoad 006,No,,,Yes,
5/19/2023 14:16:21,7945,Death in Vegas,The Contino Sessions,70930-43521-2,No,,,Yes,
5/19/2023 14:15:31,7946,Ming & FS,Hell's Kitchen,00353 99252,No,,,,OM 025 CD or 415 575 1800?
5/19/2023 14:14:41,7948,Other Star People,Diamonds in the Belly of the Dog,06949 0384 2,No,,,Yes,
5/19/2023 14:13:25,7949,Muckafurgason,The Gay EP,der-376,Yes,,,Yes,
5/19/2023 14:12:31,7953,Starmarket,Calendar,der-374,No,,,Yes,
5/19/2023 14:05:03,7958,Big Daddy Kane,Raw '91,,No,,,Yes,
5/19/2023 14:04:34,7959,Black Sheep,Flavor of the Month,CDP 416,No,,,Yes,
5/19/2023 14:11:38,7965,Jungle Brothers,Raw Deluxe,6388-27001-2,No,,,Yes,
5/19/2023 14:08:30,7967,Eric B. & Rakim,Let the Rhythm Hit 'Em ,CD45-18313,No,,,Yes,
5/19/2023 14:40:08,7973,Das EFX,Freakit,Eastwest PRCD 5326-2,Yes,,,Yes,
5/19/2023 14:06:46,7974,EPMD,Give the People,CSK 73782,No,,,Yes,
5/19/2023 14:27:46,7976,Rakim,The Saga Begins,,No,,,Yes,
5/19/2023 14:26:52,7977,Lucas,Lucacentric,92467-2,No,,,Yes,
5/19/2023 14:38:47,7979,Beats International,Let Them Eat Bingo,9 60921-2,Yes,,,Yes,
5/19/2023 14:38:06,7981,Urban Dance Squad,Deeper Shade of Soul,ASCD-2041,No,,,Yes,
5/19/2023 14:37:36,7983,Illegal, We Getz Buzy (Remix),RSCD-5029,No,,,Yes,
5/19/2023 14:36:56,7984,Illegal,Back in the Day,RSCD-5031,No,,,Yes,
5/19/2023 14:36:25,7985,Whodini,Freaks,CD45-1267,No,,,Yes,
5/19/2023 14:27:22,7986,Rakim,Guess Who's Back,U5P-1225,Yes,,,Yes,
5/19/2023 14:36:00,7987,OutKast,Skew It on the Bar-B,LFPCD-4351,No,,,Yes,
5/19/2023 14:04:05,7988,OutKast,ATLiens - Bad Boy Remix,,No,,,,"No bad boy remix on RYM, just the original?"
5/19/2023 14:02:21,7997,Unwound,A Single History 91-97,krs 345,No,,,Yes,
5/19/2023 14:01:39,7998,Sloan,Between the Bridges,MUR 040,No,,,Yes,
5/19/2023 14:01:13,7999,Jurassic 5,Improvisor,0694971192,No,,,,Improvise?
5/19/2023 14:00:04,8000,The Third Sex,Back to Go,CHSW 21,Yes,,,Yes,
5/19/2023 14:00:42,8001,V/A,Splendor: A Romantic Gregg Araki Comedy,ASW6282-2,No,,,,RYM album missing
5/19/2023 13:59:38,8002,Distortion Felix,I'm an Athlete,A-148,No,,signed by the artist :),Yes,
5/19/2023 13:58:52,8004,Dub Narcotic Sound System/The Jon Spencer Blues Explosion,Sideways Soul,KLP103,No,,,Yes,
5/19/2023 13:58:13,8005,Love As Laughter,Destination 2000,SPCD490,No,,,Yes,
5/19/2023 13:57:22,8006,American Football,American Football,prc 025,No,,,Yes,
5/19/2023 13:54:26,8008,Solex,Pick Up,OLE 336-2,No,,,Yes,
5/19/2023 13:53:38,8009,V/A,Sacrilege: A Tribute to Front 242,CLP0625-2,No,,,Yes,
5/19/2023 13:53:06,8010,V/A,Pedal Faster Bicycle Rider,AP 008,No,,,Yes,
5/19/2023 13:52:42,8011,Venus Diablo,Venus Diablo,,Yes,,,Yes,
5/19/2023 13:51:58,8012,Tram,Heavy Black Frame,TWA023CD,Yes,,,Yes,
5/19/2023 13:45:41,8014,Eszter Balint,Flicker,87050-2,Yes,,,Yes,
5/19/2023 13:46:35,8015,Karma to Burn,Wild Wonderful Purgatory,657674-1011-2,No,,,Yes,
5/19/2023 13:47:10,8016,Ralph Carney,I Like You (A Lot),BMR024,Yes,,,Yes,
5/19/2023 13:47:42,8017,Mick Turner,Marlan Rosa,DC175CD,No,,,Yes,
5/19/2023 13:48:06,8018,Brother JT3,Way to Go,DC176CD,No,,,Yes,
5/19/2023 13:48:35,8019,Caustic Resin,Trick Question,,Yes,,,Yes,
5/19/2023 13:48:58,8020,The Get Up Kids,Something to Write Home About,VR340,No,,,Yes,
5/19/2023 13:49:25,8021,Major Matt Mason USA,Me Me Me,,No,,,Yes,
5/19/2023 13:49:59,8022,Sukpatch,Tie Down that Shiny Wave,GR076,No,,,Yes,
5/19/2023 13:50:32,8023,The Jon Spencer Blues Explosion,Xtra-Acme USA,OLE 376-2,No,,,Yes,
5/4/2023 15:43:55,8024,Ash,"Got a Beautiful Face, Got a Fucked Up Inside",DRM5P-5223,No,,,Yes,
5/19/2023 13:50:58,8024,Andrea Parker,Kiss My Arp,BBNYC018,No,,,,
5/19/2023 13:23:58,8026,The Tom Collins,The Tom Collins,,No,,,Yes,
5/19/2023 13:26:49,8027,Oneida,Enemy Hogs,,No,,,Yes,
5/19/2023 13:26:00,8028,Klute,Casual Bodies,SM-8053,No,,,Yes,
5/19/2023 13:29:14,8029,Westbam,We'll Never Stop Living This Way,MUTE 9100-2,No,,,Yes,
5/19/2023 13:30:05,8030,DJ Spooky vs The Freight Elevator Quartet,File Under Futurism,CAI2025,Yes,,,Yes,
5/19/2023 13:32:44,8032,Leftfield,Rhythm and Stealth,CK 68529,No,,,Yes,
5/19/2023 13:33:07,8034,V/A,The Funky Precedent,LG0023-2,No,,,Yes,
5/19/2023 13:33:32,8035,DJ Me DJ You,Simplemachinerock,EMN 7024,No,,,Yes,
5/19/2023 13:34:14,8037,DJ Dara,Halfway Home,SM-8052,No,,,Yes,
5/19/2023 13:38:15,8038,Boomish,Boomish,,No,,,,RYM album missing
5/19/2023 13:38:36,8039,Liquid Zen,Liquid Zen,89102-2,No,,,Yes,
5/19/2023 13:39:51,8040,Kevorkian Death Cycle,A+ O(m) (Atom),MET 145,No,,,Yes,
5/19/2023 13:40:21,8041,Bardo Pond,Set and Setting,OLE 364-2,No,,,,
5/19/2023 13:40:57,8042,Madder Rose,Hello June Fool,thi 57072.2,No,,,,
5/19/2023 13:41:47,8043,Pinhead Circus,Fall in Love All Over Again,,No,,,,
5/19/2023 13:43:03,8044,Joe R. L. Phelps and the Downer Trio,Blackbird,pac 010,Yes,,Really annoying formatting ,,
5/18/2023 19:44:25,8048,Luna,The Days of Our Nights,90003-2,No,,,Yes,
5/18/2023 19:43:56,8049,Mice Parade,Ramda,bc-025,No,,,Yes,
5/18/2023 19:42:54,8050,Wheat,Hope and Adams,sf 013,No,,,Yes,
5/18/2023 19:41:40,8051,Front Line Assembly,Implode,MET 136,No,,,Yes,
5/18/2023 19:40:45,8052,The Rondelles,The Fox,teenbeat 278,Yes,,,Yes,
5/18/2023 19:39:53,8053,Snow Patrol,Songs for Polarbears,NR4039,No,,,Yes,
5/18/2023 19:39:29,8054,Sunset Valley,BoyScout SuperHero,sf 014,No,,,Yes,
5/18/2023 19:38:58,8055,The Charlatans,Forever,MCSTD 40220/156423-2,No,,,Yes,
,8056,N/A,N/A,,,Missing,,,
5/18/2023 19:38:08,8057,Flin Flon,Boo-Boo,Tbtcd 274,No,,,Yes,
5/18/2023 19:37:23,8058,New States,New States,spec004,No,,,,Artist missing
5/18/2023 19:36:53,8059,Camden,Camden,ST002,Yes,,,Yes,
5/18/2023 19:35:14,8060,Aloha,"The Great Communicators, the Interpreters, the Nonbelievers",PRC-028,No,,,Yes,
5/18/2023 19:34:26,8061,The Jazz June,Breakdance suburbia,IR32,Yes,,,,Version # not on RYM
5/18/2023 19:32:43,8062,Handsome Boy Modeling School,So... How's Your Girl?,TBCD 1258,No,,,Yes,
5/18/2023 19:31:59,8063,Luke Slater,Wireless,Novamute 3052-2,No,,,,Version # not on RYM
,8064,N/A,N/A,,,Missing,,,
5/18/2023 19:31:06,8065,Les Rythmes Digitales,Darkdancer,ASW6280-2,Yes,,,Yes,
5/18/2023 19:24:27,8066,Cinematic Orchestra,Motion,ZENCD45,No,,,Yes,
,8067,N/A,N/A,,,Missing,,,
,8068,N/A,N/A,,,Missing,,,
5/18/2023 19:23:49,8069,Depeche Mode,Violator,9 26081-2,No,,,Yes,
5/18/2023 19:23:14,8070,No Knife,Fire in the City of Automatons,70930-43529-2,Yes,,,Yes,
,8071,N/A,N/A,,,Missing,,,
5/18/2023 19:20:58,8072,XTC,Drums and Wires,GEFD-4034,Yes,,,Yes,
5/18/2023 19:20:19,8073,Tom Waits,The Early Years Vol. 2 ,PT3 40602,No,,,,Version # not on RYM
5/18/2023 19:19:05,8074,Lacrimas Profundere,Memorandum,NPR069,No,,,Yes,
5/18/2023 19:18:13,8075,The Sea and Cake,The Sea and Cake,THRILL 016,No,,,Yes,
5/18/2023 19:17:07,8080,Fugazi,Repeater + 3 Songs,DISCHORD 45 ,Yes,,,Yes,
5/18/2023 19:16:28,8081,Dead Kennedys,Fresh Fruit for Rotting Vegetables,Virus 1CD,No,,,Yes,
5/18/2023 19:15:02,8082,Low,I Could Live in Hope,0 1704 6 8005 2 5,No,,,Yes,
5/18/2023 19:09:47,8083,Cranes,Wings of Joy,61702-44017-2,No,,,Yes,
5/18/2023 19:09:15,8084,Slim Cessna's Auto Club,American Country Music Changed her Life,N/A,No,,,Yes,
5/18/2023 18:49:03,8085,Quannum,Quannum Spectrum,QP-0050,No,,,,Version # not on RYM
5/18/2023 18:47:51,8086,Big Bud,Infinity + Infinity,GLRMA001,Yes,,Missing CD,Yes,
5/18/2023 18:44:19,8087,Yellow Note,Yellow Note vs the Daleks,JSK156,Yes,,,,RYM album missing
5/18/2023 18:42:40,8088,T-Cisco,The Destructive Edit,URCD047,No,,,Yes,
5/18/2023 18:42:03,8089,Steve Roach,Light Fantastic,fathom 11094-2,No,,,Yes,
5/18/2023 18:41:27,8090,Fastbacks,The Day That Didn't Exist,spart79,No,,,Yes,
5/18/2023 18:40:48,8091,The Apples in Stereo,Untitled exclusives,,No,,Handmade Apples CD made specifically for KVCU,,
5/18/2023 18:38:58,8092,Sixteen Deluxe,The Moonman is Blue,,No,,,Yes,"Missing album art + version #, but only one available on RYM is 'Sugar Fix 0011' so I'm assuming it's that one."
5/18/2023 18:38:03,8093,Kalamath Brothers,Live at the Bluebird,,No,,Burned CD,,"RYM album missing; however, there is a 'Radio 1190: Local Shakedown' album??"
5/18/2023 18:37:19,8097,The Cogs,Viva!,damgood 173cd,No,,,Yes,
5/18/2023 18:36:43,8098,Tristeza,Spine and Sensory,MKR16,No,,,Yes,
5/18/2023 18:36:11,8099,Jux County,Haxtun,,No,,Missing CD,,RYM album missing
5/18/2023 18:35:28,8100,The Wedding Present,Singles 1995-97,spart 78,Yes,,,,RYM album missing
5/18/2023 18:34:55,8101,Meg Lee Chin,Piece & Love,INV119CD,No,,,Yes,
5/18/2023 18:34:06,8102,Centro-Matic,The Static vs. The Strings Vol.1,QPR002CD,Yes,,,,Version # not on RYM
5/18/2023 18:33:19,8103,V/A,Little Darla has a Treat for You V.13 - Fall 1999,DRL 099,Yes,,,Yes,
5/18/2023 18:27:20,8104,Radar Bros,The Singing Hatchet,MHz 002,No,,,Yes,
5/18/2023 18:26:52,8105,Everything But the Girl,Tempermental,83214-2,Yes,,,Yes,
5/18/2023 18:21:52,8106,For Stars,Windows for Stars,FF006,No,,,Yes,
4/20/2023 13:27:32,8107,The High Llamas,Snowbug,63881-27063-2,No,,,Yes,
5/4/2023 15:55:13,8108,Lali Puna,Tridecoder,LC10003,No,,,,Version # not on RYM
4/20/2023 13:34:58,8109,Lullaby for the Working Class,Song,AHON-108,No,,,Yes,
4/20/2023 13:35:32,8110,June of 44,In the Fishtank 6,fish6cd,Yes,,,Yes,
4/20/2023 13:36:22,8111,John Linnell,State Songs,01143-1005-2,Yes,,,Yes,
4/20/2023 13:46:35,8112,Antarctica,81:03,FT29,No,,,Yes,
4/20/2023 13:47:02,8113,Micromars,International Pop Modulations,AIP 014,No,,,Yes,
5/4/2023 16:02:22,8114,Sasha,Xpander EP,UL1049-2,No,,,,
5/4/2023 16:00:46,8115,Roots Manuva,Brand New Second Hand,bdcd010,No,,,,
5/4/2023 15:41:02,8116,Medicine Drum,Talking Stick,COCD 48092,No,,,,
5/4/2023 15:44:37,8118,The Divine Comedy,The Best of the Divine Comedy,51080,No,,,,
5/4/2023 15:45:39,8119,The Frank and Walters,Beauty Becomes More Than Life,WK 45714,No,,,,
5/4/2023 15:46:51,8120,Sunny Day Real Estate,Sunny Day Real Estate Live,SPCD 485,No,,,,
5/4/2023 15:47:25,8121,Tom Daily,Happily Deceiving Culture,thk-065,No,,,,
5/4/2023 15:48:17,8122,pairs_texas,So You Think It's Hot Here?,PRC-027,No,,,,
5/4/2023 15:49:16,8123,Projector,Another Studio Compilation,YOYO-CD12,No,,,,
5/4/2023 15:51:01,8124,Tiamat,Skeleton Skeletron,,No,,,,
5/4/2023 15:51:23,8124,Tiamat,Tiamat,,No,,,,
5/4/2023 15:51:55,8126,Quintron,Satan Is Dead,BLB-052,No,,,,
5/4/2023 16:04:04,8127,Japancakes,If I Could See Dallas,KC031,No,,,,
5/4/2023 16:05:41,8129,Depeche Mode,Singles 81-85,9 47298-2,No,,,,
5/4/2023 16:06:28,8130,V/A,Wish You Were Queer: A Tribute to Ministry,INV 150,No,,,,
5/4/2023 16:08:14,8131,Nina Storey,Shades,SMNSRLP3,No,,,,
5/4/2023 16:10:57,8135,Moon and the Melodies,Moon and the Melodies,GAD 611 ,No,,,,
5/4/2023 16:12:01,8136,Brendan Perry,Eye of the Hunter,CAD 9015 CD,No,,,,
5/4/2023 16:14:59,8137,Sex Pistols,Never Mind the Bollocks,3147-2,No,,,,
5/4/2023 16:14:23,8138,Cranes,Loved,07822-18769-2,No,,,,
5/4/2023 16:15:38,8139,The Essex Green,Everything is Green,KC034,Yes,,,,
5/4/2023 16:17:10,8140,The Hang Ups,Second Story,RESTLESS/CLEAN 01877-72948-2,No,,,,
5/4/2023 16:18:00,8141,Jackass,Where Truth is a Beacon,,No,,,,
5/4/2023 16:19:47,8142,Air Cuba,Leap of Faith,CAD8014C,No,,,,
5/4/2023 16:18:59,8143,Plone,For Beginner Piano,OLE 358-2,No,,,,
5/4/2023 16:20:44,8144,At the Drive-In,Vaya,F040-2,Yes,,,,
5/4/2023 16:21:44,8145,V/A,Sub Pop ROCK Compilation,SUB PROCD 80,No,,,,
5/4/2023 16:24:53,8146,Kincaid,Plays Super Hawaii,kc033,No,,,,
5/4/2023 16:25:32,8148,Bright Eyes,Every Day and Every Night EP,lbj-30,No,,,,
5/4/2023 16:26:36,8149,No.2,No Memory,CHSW 22,Yes,,,,
5/4/2023 16:27:34,8150,Appliance,Manual,9101-2,No,,,,
5/4/2023 16:29:25,8150,Appliance,Manual,9101-2,No,,,,
5/4/2023 16:30:37,8151,Laptop,Users Guide,088155 622-2,Yes,,,,
5/4/2023 16:31:20,8152,Joel R.L. Phelps,The Downer Trio: 3,,No,,,,
5/4/2023 16:32:12,8153,Dynamic Syncopation,Dynanism,Zen CD43,Yes,,,,
5/4/2023 16:33:09,8154,Alex Gopher,"You, My Baby and I",63881-27059-2,Yes,,,,
5/4/2023 16:34:26,8155,Afro-Mystik,Future Tropic,,No,,,,
5/4/2023 16:36:56,8156,Thrill Kill Kult,Dirty Little Secrets,RCD 10492,No,,,,
4/24/2023 12:09:54,8159,The Frogs,Bananimals,far446cd,No,,,Yes,
4/24/2023 12:09:25,8160,The Charlatans UK,Us and Us Only,012 153 866-2,No,,,Yes,
4/24/2023 12:07:41,8161,The Shyness Clinic,Sea of Red Lights,E-10,No,,,Yes,
4/24/2023 12:07:18,8162,Filibuster,Deadly Hi-Fi,CRAS-CD-013,No,,,Yes,
,8163,N/A,N/A,,,Missing,,,
,8164,N/A,N/A,,,Missing,,,
4/24/2023 12:06:26,8165,Josh Rouse & Kurt Wagner,Chester,SRRCD 48,No,,,Yes,
4/24/2023 12:05:24,8166,Mos Def,Ms. Fat Booty,,No,,,,RYM only paired with Mathematics album
4/24/2023 12:04:58,8167,Hydroplane,Hope Against Hope,DRIVE 33 / BEBOP 11,No,,,Yes,
,8168,N/A,N/A,,,Missing,,,
4/24/2023 12:04:19,8169,UI,The Iron Apple,18571-2,Yes,,,Yes,
4/24/2023 12:03:42,8170,Slaves,Slaves,,No,,,,"RYM vinyl, no CD #"
4/24/2023 12:02:59,8171,Kahimi Karie,K.K.K.K.K.,61665-60012-2,Yes,,,,POCP-7296??
,8172,N/A,N/A,,,Missing,,,
4/24/2023 12:02:19,8173,Perplexa,The Sun and the Moon Getting it On,SS 014,No,,,Yes,
4/24/2023 12:00:53,8174,V/A,Everything is Nice - Disc 1,OLE-400-2,No,,,,
4/24/2023 12:00:21,8175,Sister Sonny,Lovesongs,TWA024-CD,No,,,,
4/24/2023 11:59:49,8176,Le Tigre,Le Tigre,MRLR-07,Yes,,,,
4/24/2023 11:58:59,8177,Asteroid Number Four,Apple Street,,No,,,,
,8178,N/A,N/A,,,Missing,,,
4/24/2023 11:58:04,8179,Duster,1975,UP 075,Yes,,,,
4/24/2023 11:56:56,8180,The Loved,The Loved EP,TRR18CD,No,,,,
4/24/2023 11:56:28,8181,Toog,6633,61665-60011-2,No,,,,
4/24/2023 11:55:52,8182,Unrest,Malcolm X Park,TEENBEAT 231 KAR 047-2,No,,,,
4/24/2023 11:55:25,8183,Ponga/Various,amontobincapsule150filabazilliaspacetimecontinuum - The Ponga Remixes,,No,,,,
4/24/2023 11:54:06,8184,John Digweed,Bedrock,UL 1050-2,No,,,,
5/4/2023 16:38:05,8186,Daddylonglegs,Horse,palmcd 2035-2,No,,,,
5/4/2023 16:39:50,8187,Freq Nasty,"Freq's, Geeks, & Mutilations",BOS2CDLP007,No,,,,
4/24/2023 11:53:27,8188,Peace Orchestra,Peace Orchestra,,No,,CD title handwritten on a bandaid,,
5/4/2023 15:42:08,8189,Arling & Cameron,1999 Spaceclub,EMN 12-2,No,,,,
5/4/2023 15:42:46,8190,V/A,Easy Tempo,ESL025,Yes,,,,
4/24/2023 11:52:47,8192,Swingin' Utters,Swingin Utters/Youth Brigade,BYO 065,No,,,,
4/18/2023 13:42:50,8193,Neutral Milk Hotel,On Avery Island,MRG103CD,No,,,Yes,
4/18/2023 13:41:55,8194,Razhel,Razhel,MCA5P-4354,No,,Missing CD,,No RYM Razhel; Rahzel??
4/18/2023 13:44:30,8196,Us3,Broadway & 52nd,CDP 7243 8 30027 2 6,Yes,,,,CDP 530027?
4/18/2023 13:45:01,8197,Cake,You Turn the Screws,CAPCP-2039,No,,,Yes,
4/18/2023 13:46:13,8198,The Afghans Whigs,Somethin' Hot,666331 2,No,,,,
4/18/2023 13:46:42,8199,Sub Debs,She's So Control,K 101,No,,,,
4/18/2023 13:48:23,8200,The Butchies,Population 1975,MRLR-06,No,,,,
4/18/2023 13:48:58,8201,Tomorrowland,Bless Out,drl 042,No,,,,
4/19/2023 11:02:01,8209,V/A,Soulfood,,No,,,,
4/19/2023 11:13:17,8212,"The Appleseed Cast, Planes Mistaken for Stars, Race Car Riot","The Appleseed Cast, Planes Mistaken for Stars, Race Car Riot",der-378,No,,,,
4/19/2023 11:55:13,8215,Coy Kindred,Coy Kindred,,No,,,,
4/19/2023 11:57:41,8216,V/A,Poor Little Knitter on the Road,BS 052,No,,,,
4/19/2023 11:59:47,8217,32-20 Jug Band,32-20 Jug Band,,No,,,,
4/19/2023 12:07:49,8218,Tim Buckley,Tim Buckley,,No,,Handwritten Tim Buckley comp :),,
4/19/2023 12:16:28,8219,John Fahey and Leo Kottke,John Fahey and Leo Kottke,,Yes,,Handwritten comp :),,
4/19/2023 12:08:33,8220,The American Analog Set,Through the 90s: Singles and Unreleased,ej42cd,Yes,,,,
4/19/2023 12:08:56,8221,Champale,Simple Days,PAT 009,No,,,,
4/19/2023 12:09:33,8222,The Anubian Lights,Naz Bar,CDHW 073,No,,,,
4/19/2023 12:10:03,8224,James Combs,Please Come Down,URCD074,No,,,,
4/19/2023 12:11:07,8226,Mach Kung-Fu,Teach a Chick to Dance,TR-039,No,,,,
4/19/2023 12:12:28,8227,Air,"10,000HZ Legend",ASW 10332-2 724381033227,No,,,,
4/19/2023 12:13:20,8228,The Third Eye Foundation,I poo poo on your juju,MRG199,No,,,,
4/19/2023 12:14:15,8229,Brando,The Headless Horseman is a Preacher,,No,,,,
4/19/2023 12:15:08,8230,Greyboy,Mastered the Art,URCD075,No,,,,
4/19/2023 12:17:45,8231,Portastatic,Looking for Leonard,MRG190,No,,,,
4/19/2023 12:18:24,8233,Zeb,Jesterized,IRMA 500977-2,No,,,,
4/19/2023 12:18:58,8234,The Royal Fingers,Wild Eleki Deluxe,71271,No,,,,
4/19/2023 12:19:55,8235,Julius Papp,Esho Funi 1,,No,,,,
4/19/2023 12:20:20,8237,Bocardo,:,TPZ-2627,No,,,,
4/19/2023 13:22:31,8238,The Angel,No Gravity,nlr 39008,No,,,,
4/19/2023 13:23:34,8239,Toulouse,New Points New Lines,grimsey 023,No,,,,
4/19/2023 13:24:52,8240,Anthony Rochester,Music for Listening and Relaxation,puppy 13,No,,,,
4/19/2023 13:26:26,8241,E*Vax,Parking Lot Music,ADR 037,No,,,,
4/19/2023 13:27:09,8243,Anasarca,Discography,sn 028,No,,,,
4/19/2023 13:27:49,8244,Soophie Nun Squad,Don't Let Them Take You Alive,,No,,,,
4/19/2023 13:28:16,8245,Re:,mnant,cst015,No,,,,
4/13/2023 17:05:05,8246,Gameface,Always On,REV:99,No,,,,
4/19/2023 13:29:42,8247,Neil Michael Hagerty,Neil Michael Hagerty,DC182CD,No,,,,
4/19/2023 13:30:41,8248,Mark Kozelek,What's Next to the Moon,BRCD990,No,,,,
4/19/2023 13:31:30,8249,Trash Can School,Trash Can School,STRI 147,No,,,,
4/19/2023 13:36:52,8250,King Britt (Sylk 130),Re-Members Only,657036 1040-2,No,,,,
4/20/2023 12:43:35,8250,The Cure,Kiss Me Kiss Me Kiss Me,9 60737-2,Yes,,,,
4/20/2023 11:34:46,8251,Book of Love,The Best of/I Touch Roses,9 47992-2,No,,,,
4/20/2023 11:38:28,8252,Public Enemy,Fear of a Black Planet,,No,,,,
4/20/2023 11:39:15,8253,Dzihan & Kamien,refreaked,657036 1044-2,No,,,,
4/20/2023 11:40:01,8254,Deadlock Frequency/Angels Never Answer,split CD,,No,,,,
4/20/2023 11:41:09,8255,The Smiths,Rank,9 25786-2,No,,,,
4/20/2023 11:41:43,8256,V/A,Songs for the Jetset,twa06cd,No,,,,
4/20/2023 11:43:27,8257,V/A,No Categories : : A Ubiquity Compilation,URCD032,Yes,,,,
4/20/2023 12:42:25,8258,The Cure,"Kiss Me, Kiss Me, Kiss Me",9 602737-2,Yes,,,,
4/20/2023 12:44:14,8259,The Cure,Head on the Door,9 60435-2,Yes,,,,
5/19/2023 14:32:13,8260,A Guy Called Gerald,Automanikk,CK 46770,No,,,,
4/20/2023 12:45:32,8261,Johnny Cash,At Folsom Prison,CK 65955,Yes,,,,
4/20/2023 12:52:23,8262,V/A,"Rare On AIr: Live Performances, Vol 1. Selections from KCRW-FM on-air Performances",MR0074-2,No,,,,
4/20/2023 12:53:00,8263,Sciflyer,Sciflyer,,No,,,,
4/20/2023 13:12:15,8264,The Whip,The Whip,CLEO75752,No,,,,
4/20/2023 13:16:07,8265,V/A,Trance Europe Express,teex cd 3,Yes,,,,
4/20/2023 13:17:00,8266,V/A,In Defense of Animals,CAR 7536-2,No,,,,
4/20/2023 13:19:06,8267,V/A,Just Say Roe,9 45645-2,No,,,,
4/20/2023 13:20:01,8268,V/A,Infinite Beat Vol. 1 ,DGCD-25144,No,,,,
4/20/2023 13:21:13,8271,V/A,Incursions in Illbient,Asphodel 0968,Yes,,,,
4/20/2023 13:22:08,8272,Edith Piaf,The Voice of the Sparrow: The Very Best of Edith Piaf,CDP 7 96632 2,Yes,,,,
4/20/2023 13:22:58,8273,V/A,a journey into ambient groove 3 ,162-531 037-2,Yes,,,,
4/20/2023 13:07:01,8274,Mogwai,Young Teen,twa07cd,No,,,,
4/20/2023 13:06:28,8275,V/A,Random: Gary Numan Tribute,,No,,,,
4/20/2023 13:03:26,8276,V/A,Julep: Another Yoyo Studio Compilation,YOYO CD 2,No,,,,
4/20/2023 13:04:52,8277,V/A,Sound in the Eighth Dimension: Selected Material,WDM 10071-2,No,,,,
4/20/2023 13:05:54,8278,V/A,Various Artists for the MASSES,31454 0919 2,No,,,,
4/20/2023 13:07:44,8279,NEU!,Sampler,ASW 69977-2,No,,,,
4/20/2023 13:23:58,8280,Hanged Up,Hanged Up,CST016,No,,Unusual packaging,,
4/20/2023 13:24:46,8281,Explosion Robinson,The Luxury leader,SLABCO 48,No,,,,
4/20/2023 13:25:24,8282,The Swords Project,The Swords Project EP,AK 013,No,,,,
3/20/2023 18:20:22,8283,The Icarus Line,Mono,80126-2,No,,,,Version # not on RYM
3/20/2023 18:22:09,8284,Eltro,Velodrome,AK015,No,,,Yes,
3/20/2023 18:24:10,8285,The Boys’ Star Library,If I Was Born a Girl,BR-27P,No,,,,RYM album missing
3/20/2023 18:27:42,8286,Ex Models,Other Mathematics,ACE-012,No,,,Yes,
3/20/2023 18:30:33,8287,North of America,This is Dance Floor Numberology,PRG009,Yes,,,,Version # not on RYM
3/20/2023 18:36:43,8289,The Ex,Dizzy Spells,TG221CD,No,,,,Version # not on RYM
3/20/2023 18:40:52,8290,My Morning Jacket,At Dawn,drl-111,Yes,,,Yes,
6/17/2023 15:37:50,8293,V/A,Gettin' it Off; Westbound Funk,,No,Missing,"Handmade CD, CD is missing",,
6/17/2023 15:37:14,8294,Soul Fire Funk 45 Collection,"Grazing in the Trash, Vol. 1",,No,,Handmade CD,,
6/17/2023 15:36:33,8295,V/A,Son of Stax Funk: Whole Nother Strut,,No,,Handmade CD,,
